season,matchid,player,playerid,eventtype,minute,team
2017-2018,fdabc4e9,Pablo Zabaleta,6813ac34,own_goal,27,a
2017-2018,fdabc4e9,Gabriel Jesus,b66315ae,goal,53,a
2017-2018,fdabc4e9,Fernandinho,101da2b5,goal,64,a
2017-2018,5b587217,Paul Pogba,867239d3,goal,16,h
2017-2018,5b587217,Marouane Fellaini,87575fd9,goal,90+1,h
2017-2018,5b587217,Henrikh Mkhitaryan,dd0daf32,goal,51,a
2017-2018,5f040190,Dele Alli,cea4ee8f,goal,16,h
2017-2018,5f040190,Harry Kane,21a66f6a,goal,48,h
2017-2018,0cbb18e2,Pascal Groß,8aec0537,goal,57,h
2017-2018,ab069f6c,Xherdan Shaqiri,6421ec64,goal,43,h
2017-2018,ab069f6c,James McArthur,cee31595,goal,68,a
2017-2018,ab069f6c,Patrick van Aanholt,5f09991f,goal,86,a
2017-2018,f337e187,Roberto Pereyra,75f2c59f,goal,2,h
2017-2018,f337e187,Andre Gray,c24dba2a,goal,28,h
2017-2018,f337e187,Ayoze Pérez,819aa8e7,goal,55,a
2017-2018,3a876b14,Jake Livermore,b98570d1,goal,90+2,h
2017-2018,e7933b97,Ryan Fraser,d56543a0,goal,37,h
2017-2018,0914df36,João Mário,f0021247,goal,34,a
2017-2018,0914df36,Mark Noble,ff527768,goal,64,a
2017-2018,79dc6ab9,Tom Davies,9228b07c,goal,90+6,h
2017-2018,79dc6ab9,Nathan Redmond,ab651565,goal,56,a
2017-2018,79dc6ab9,Maya Yoshida,caffaf5a,yellow_red_card,85,a
2017-2018,c8c42b05,Pierre-Emerick Aubameyang,d5dd5f1f,goal,14,h
2017-2018,c8c42b05,Alexandre Lacazette,9dbb75ca,goal,45+3,h
2017-2018,c8c42b05,Sead Kolašinac,3935e52e,goal,54,h
2017-2018,c8c42b05,Alex Iwobi,6ca5ec4b,goal,64,h
2017-2018,c8c42b05,Pierre-Emerick Aubameyang,d5dd5f1f,goal,75,h
2017-2018,b9a7da48,Olivier Giroud,16ceb862,goal,32,h
2017-2018,625bb62f,Manolo Gabbiadini,8f866fe8,goal,72,a
2017-2018,825733ff,Kelechi Iheanacho,c92e1a31,goal,14,h
2017-2018,825733ff,Jamie Vardy,45963054,penalty_goal,76,h
2017-2018,825733ff,Riyad Mahrez,892d5bb1,goal,90,h
2017-2018,825733ff,Konstantinos Mavropanos,00963611,red_card,15,a
2017-2018,825733ff,Pierre-Emerick Aubameyang,d5dd5f1f,goal,53,a
2017-2018,f0f325a6,Marcos Alonso,f4290206,goal,62,h
2017-2018,f0f325a6,Laurent Depoitre,aa5859cb,goal,50,a
2017-2018,f2114fff,Danilo,94b2001f,goal,16,h
2017-2018,f2114fff,Bernardo Silva,3eb22ec9,goal,34,h
2017-2018,f2114fff,Fernandinho,101da2b5,goal,72,h
2017-2018,f2114fff,Leonardo Ulloa,eed56f6c,goal,20,a
2017-2018,90f41993,Harry Kane,21a66f6a,goal,50,h
2017-2018,47540632,Chris Wood,4e9a0555,goal,39,h
2017-2018,47540632,Joshua King,43458538,goal,74,a
2017-2018,47540632,Callum Wilson,c596fcb0,goal,90+3,a
2017-2018,0c92e854,Mohamed Salah,e342ad68,goal,26,h
2017-2018,0c92e854,Dejan Lovren,1a2935f6,goal,40,h
2017-2018,0c92e854,Dominic Solanke,e77dc3b2,goal,53,h
2017-2018,0c92e854,Andrew Robertson,2e4f5f03,goal,85,h
2017-2018,5214d676,Manuel Lanzini,26f6dca8,goal,39,h
2017-2018,5214d676,Marko Arnautović,00459419,goal,63,h
2017-2018,5214d676,Manuel Lanzini,26f6dca8,goal,82,h
2017-2018,5214d676,Oumar Niasse,af721f98,goal,74,a
2017-2018,8bb22e44,Dwight Gayle,e58a03c6,goal,23,h
2017-2018,8bb22e44,Ayoze Pérez,819aa8e7,goal,59,h
2017-2018,8bb22e44,Ayoze Pérez,819aa8e7,goal,63,h
2017-2018,4abed407,Wilfried Zaha,b2bc3b1f,goal,70,h
2017-2018,4abed407,Patrick van Aanholt,5f09991f,goal,78,h
2017-2018,db4a1124,Gabriel Jesus,b66315ae,goal,90+4,a
2017-2018,f8c06939,Harry Kane,21a66f6a,goal,7,h
2017-2018,f8c06939,Érik Lamela,abe66106,goal,49,h
2017-2018,f8c06939,Christian Fuchs,a67a09fb,own_goal,53,h
2017-2018,f8c06939,Érik Lamela,abe66106,goal,60,h
2017-2018,f8c06939,Harry Kane,21a66f6a,goal,76,h
2017-2018,f8c06939,Jamie Vardy,45963054,goal,4,a
2017-2018,f8c06939,Riyad Mahrez,892d5bb1,goal,16,a
2017-2018,f8c06939,Kelechi Iheanacho,c92e1a31,goal,47,a
2017-2018,f8c06939,Jamie Vardy,45963054,goal,73,a
2017-2018,7c431214,Pierre-Emerick Aubameyang,d5dd5f1f,goal,38,a
2017-2018,c137bab4,Marcus Rashford,a1d5bd30,goal,34,h
2017-2018,03a63fbc,Andy King,d790907f,goal,14,h
2017-2018,03a63fbc,Badou Ndiaye,960acc0a,goal,31,a
2017-2018,03a63fbc,Peter Crouch,73d9bdc7,goal,41,a
2016-2017,78c3fc92,Adama Diomande,336dbcb2,goal,45+1,h
2016-2017,78c3fc92,Robert Snodgrass,9f4647e9,goal,57,h
2016-2017,78c3fc92,Riyad Mahrez,892d5bb1,penalty_goal,47,a
2016-2017,fa337038,Ross Barkley,3a24769f,goal,5,h
2016-2017,fa337038,Érik Lamela,abe66106,goal,59,a
2016-2017,09bf9607,Leroy Fer,3cefa66a,goal,82,a
2016-2017,71e8ff6e,Salomón Rondón,b318a643,goal,74,a
2016-2017,56319719,Nathan Redmond,ab651565,goal,58,h
2016-2017,56319719,Étienne Capoue,5acc4a10,goal,9,a
2016-2017,56319719,Ben Watson,df540668,red_card,76,a
2016-2017,a80443d6,Álvaro Negredo,63b0ca6b,goal,11,h
2016-2017,a80443d6,Xherdan Shaqiri,6421ec64,goal,67,a
2016-2017,69572f77,Sergio Agüero,4d034881,penalty_goal,4,h
2016-2017,69572f77,Paddy McNair,8ac454b5,own_goal,87,h
2016-2017,69572f77,Jermain Defoe,f1e8372d,goal,71,a
2016-2017,5e0de35a,Adam Smith,20b104bc,goal,69,h
2016-2017,5e0de35a,Juan Mata,29733c72,goal,40,a
2016-2017,5e0de35a,Wayne Rooney,f07be45a,goal,59,a
2016-2017,5e0de35a,Zlatan Ibrahimović,4cde5509,goal,64,a
2016-2017,0e815975,Theo Walcott,1ecb65be,goal,31,h
2016-2017,0e815975,Alex Oxlade-Chamberlain,38c7feef,goal,64,h
2016-2017,0e815975,Calum Chambers,dc6f5bdd,goal,75,h
2016-2017,0e815975,Philippe Coutinho,0ef89a37,goal,45+1,a
2016-2017,0e815975,Adam Lallana,99813635,goal,49,a
2016-2017,0e815975,Philippe Coutinho,0ef89a37,goal,56,a
2016-2017,0e815975,Sadio Mané,c691bfe2,goal,63,a
2016-2017,d2f7199a,Eden Hazard,a39bb753,penalty_goal,47,h
2016-2017,d2f7199a,Diego Costa,a190d597,goal,89,h
2016-2017,d2f7199a,James Collins,c61f1719,goal,77,a
2016-2017,f85bb62d,Zlatan Ibrahimović,4cde5509,goal,36,h
2016-2017,f85bb62d,Zlatan Ibrahimović,4cde5509,penalty_goal,52,h
2016-2017,35ebe0a7,Bojan Krkić,9fa0a0b8,penalty_goal,49,h
2016-2017,35ebe0a7,Sergio Agüero,4d034881,penalty_goal,27,a
2016-2017,35ebe0a7,Sergio Agüero,4d034881,goal,36,a
2016-2017,35ebe0a7,Nolito,b2d0ec1b,goal,86,a
2016-2017,35ebe0a7,Nolito,b2d0ec1b,goal,90+5,a
2016-2017,be3e02db,Victor Wanyama,e0900238,goal,82,h
2016-2017,f82b8b32,Étienne Capoue,5acc4a10,goal,55,h
2016-2017,f82b8b32,Michy Batshuayi,2973d8ff,goal,80,a
2016-2017,f82b8b32,Diego Costa,a190d597,goal,87,a
2016-2017,7e874009,Gareth McAuley,ac7d7378,goal,9,h
2016-2017,7e874009,Kevin Mirallas,aa51343f,goal,45+2,a
2016-2017,7e874009,Gareth Barry,7dbbe367,goal,60,a
2016-2017,d12b8249,Sam Vokes,1d6ac165,goal,2,h
2016-2017,d12b8249,Andre Gray,c24dba2a,goal,37,h
2016-2017,2d418d07,Shaun Maloney,0558e236,goal,79,a
2016-2017,2d418d07,Abel Hernández,a36da810,goal,90+2,a
2016-2017,8cecbb4b,Patrick van Aanholt,5f09991f,goal,71,h
2016-2017,8cecbb4b,Cristhian Stuani,220c11f1,goal,13,a
2016-2017,8cecbb4b,Cristhian Stuani,220c11f1,goal,45,a
2016-2017,186812e7,Michail Antonio,ac05f970,goal,85,h
2016-2017,186812e7,Harry Arter,2f4c5a52,yellow_red_card,77,a
2016-2017,ec67d2ad,Danny Rose,89d10e53,goal,72,h
2016-2017,ec67d2ad,James Milner,2f90f6b8,penalty_goal,43,a
2016-2017,6069ad6a,Eden Hazard,a39bb753,goal,9,h
2016-2017,6069ad6a,Willian,8b9ebd03,goal,41,h
2016-2017,6069ad6a,Victor Moses,e726e11e,goal,89,h
2016-2017,4b134305,Scott Dann,52105203,goal,90+3,h
2016-2017,4b134305,Joshua King,43458538,goal,11,a
2016-2017,928fc62b,Jay Rodriguez,4ab53cdb,goal,85,h
2016-2017,928fc62b,Jermain Defoe,f1e8372d,penalty_goal,80,a
2016-2017,f6b78ab8,Jamie Vardy,45963054,goal,32,h
2016-2017,f6b78ab8,Wes Morgan,80c31c97,goal,52,h
2016-2017,f6b78ab8,Leroy Fer,3cefa66a,goal,80,a
2016-2017,b123da8c,Roberto Pereyra,75f2c59f,goal,57,h
2016-2017,b123da8c,Santi Cazorla,e2e9c250,penalty_goal,9,a
2016-2017,b123da8c,Alexis Sánchez,2c0f8e9e,goal,40,a
2016-2017,b123da8c,Mesut Özil,16380240,goal,45+1,a
2016-2017,20d83945,Shay Given,0db918ff,own_goal,51,h
2016-2017,a9c4fc8a,Marcus Rashford,a1d5bd30,goal,90+2,a
2016-2017,9482a2ef,Raheem Sterling,b400bde0,goal,7,h
2016-2017,9482a2ef,Fernandinho,101da2b5,goal,18,h
2016-2017,9482a2ef,Raheem Sterling,b400bde0,goal,90+2,h
2016-2017,9482a2ef,Michail Antonio,ac05f970,goal,58,a
2016-2017,a5978934,Zlatan Ibrahimović,4cde5509,goal,42,h
2016-2017,a5978934,Kevin De Bruyne,e46012d4,goal,15,a
2016-2017,a5978934,Kelechi Iheanacho,c92e1a31,goal,36,a
2016-2017,f6969dc1,Callum Wilson,c596fcb0,goal,79,h
2016-2017,a8053d4d,Laurent Koscielny,f5efb153,goal,29,h
2016-2017,a8053d4d,Santi Cazorla,e2e9c250,penalty_goal,90+4,h
2016-2017,a8053d4d,Petr Čech,71672fa0,own_goal,18,a
2016-2017,d27f6889,Son Heung-min,92e7e919,goal,41,a
2016-2017,d27f6889,Son Heung-min,92e7e919,goal,56,a
2016-2017,d27f6889,Dele Alli,cea4ee8f,goal,59,a
2016-2017,d27f6889,Harry Kane,21a66f6a,goal,70,a
2016-2017,9fa09995,Michail Antonio,ac05f970,goal,5,h
2016-2017,9fa09995,Michail Antonio,ac05f970,goal,33,h
2016-2017,9fa09995,Odion Ighalo,03622183,goal,41,a
2016-2017,9fa09995,Troy Deeney,82e34b69,goal,45+2,a
2016-2017,9fa09995,Étienne Capoue,5acc4a10,goal,53,a
2016-2017,9fa09995,José Holebas,12aa7661,goal,63,a
2016-2017,460cc0d3,Daniel Ayala,302560a0,goal,38,h
2016-2017,460cc0d3,Christian Benteke,ab070c55,goal,16,a
2016-2017,460cc0d3,Wilfried Zaha,b2bc3b1f,goal,47,a
2016-2017,d4897924,Steven Defour,73489527,goal,72,h
2016-2017,d4897924,Robert Snodgrass,9f4647e9,goal,90+5,a
2016-2017,2fa09296,Roberto Firmino,4c370d81,goal,13,h
2016-2017,2fa09296,Sadio Mané,c691bfe2,goal,31,h
2016-2017,2fa09296,Adam Lallana,99813635,goal,56,h
2016-2017,2fa09296,Roberto Firmino,4c370d81,goal,89,h
2016-2017,2fa09296,Jamie Vardy,45963054,goal,38,a
2016-2017,45194140,Gylfi Sigurðsson,76dd1480,penalty_goal,59,h
2016-2017,45194140,Leroy Fer,3cefa66a,goal,62,h
2016-2017,45194140,Diego Costa,a190d597,goal,18,a
2016-2017,45194140,Diego Costa,a190d597,goal,81,a
2016-2017,ee13fb62,Romelu Lukaku,5eae500a,goal,60,a
2016-2017,ee13fb62,Romelu Lukaku,5eae500a,goal,68,a
2016-2017,ee13fb62,Romelu Lukaku,5eae500a,goal,71,a
2016-2017,a44af6cd,Diego Costa,a190d597,goal,61,h
2016-2017,a44af6cd,Dejan Lovren,1a2935f6,goal,17,a
2016-2017,a44af6cd,Jordan Henderson,935e6b8f,goal,36,a
2016-2017,9b325ce3,Islam Slimani,ffec9769,goal,45+1,h
2016-2017,9b325ce3,Islam Slimani,ffec9769,goal,48,h
2016-2017,9b325ce3,Ben Mee,8df7a2fb,own_goal,78,h
2016-2017,d44a966c,Kevin De Bruyne,e46012d4,goal,15,h
2016-2017,d44a966c,Kelechi Iheanacho,c92e1a31,goal,25,h
2016-2017,d44a966c,Raheem Sterling,b400bde0,goal,48,h
2016-2017,d44a966c,İlkay Gündoğan,819b3158,goal,66,h
2016-2017,d44a966c,Nolito,b2d0ec1b,red_card,86,h
2016-2017,3f0bdaca,Nacer Chadli,5b54bf3b,penalty_goal,8,h
2016-2017,3f0bdaca,Salomón Rondón,b318a643,goal,37,h
2016-2017,3f0bdaca,James McClean,53538b39,goal,44,h
2016-2017,3f0bdaca,Nacer Chadli,5b54bf3b,goal,56,h
2016-2017,3f0bdaca,Michail Antonio,ac05f970,goal,61,a
2016-2017,3f0bdaca,Manuel Lanzini,26f6dca8,penalty_goal,65,a
2016-2017,f2805e6a,Jake Livermore,b98570d1,red_card,40,h
2016-2017,f2805e6a,Robert Snodgrass,9f4647e9,penalty_goal,79,h
2016-2017,f2805e6a,Alexis Sánchez,2c0f8e9e,goal,17,a
2016-2017,f2805e6a,Theo Walcott,1ecb65be,goal,55,a
2016-2017,f2805e6a,Alexis Sánchez,2c0f8e9e,goal,83,a
2016-2017,f2805e6a,Granit Xhaka,e61b8aee,goal,90+2,a
2016-2017,5a03c66a,Gareth Barry,7dbbe367,goal,24,h
2016-2017,5a03c66a,Séamus Coleman,0420d84f,goal,42,h
2016-2017,5a03c66a,Romelu Lukaku,5eae500a,goal,45+1,h
2016-2017,5a03c66a,Maarten Stekelenburg,fefce889,own_goal,21,a
2016-2017,a4e34811,Étienne Capoue,5acc4a10,goal,34,h
2016-2017,a4e34811,Juan Zúñiga,06b34f37,goal,83,h
2016-2017,a4e34811,Troy Deeney,82e34b69,penalty_goal,90+5,h
2016-2017,a4e34811,Marcus Rashford,a1d5bd30,goal,62,a
2016-2017,22f8d532,Charlie Austin,8d228291,goal,64,h
2016-2017,41d0fbe4,James Tomkins,e7ca0439,goal,9,h
2016-2017,41d0fbe4,Scott Dann,52105203,goal,11,h
2016-2017,41d0fbe4,James McArthur,cee31595,goal,71,h
2016-2017,41d0fbe4,Andros Townsend,b28bbd58,goal,75,h
2016-2017,41d0fbe4,Marko Arnautović,00459419,goal,90+4,a
2016-2017,53afbf61,Harry Kane,21a66f6a,goal,59,h
2016-2017,53afbf61,Adnan Januzaj,4737cebe,yellow_red_card,90,a
2016-2017,dee23b07,Chris Smalling,b6964eb6,goal,22,h
2016-2017,dee23b07,Juan Mata,29733c72,goal,37,h
2016-2017,dee23b07,Marcus Rashford,a1d5bd30,goal,40,h
2016-2017,dee23b07,Paul Pogba,867239d3,goal,42,h
2016-2017,dee23b07,Demarai Gray,4468ec10,goal,59,a
2016-2017,4f2d1718,Ben Gibson,bcfb0142,goal,65,h
2016-2017,4f2d1718,Son Heung-min,92e7e919,goal,7,a
2016-2017,4f2d1718,Son Heung-min,92e7e919,goal,23,a
2016-2017,aaad3544,Joe Allen,9feb8f24,goal,73,h
2016-2017,aaad3544,Salomón Rondón,b318a643,goal,90+1,a
2016-2017,a4b57066,Jermain Defoe,f1e8372d,goal,39,h
2016-2017,a4b57066,Jermain Defoe,f1e8372d,goal,60,h
2016-2017,a4b57066,Joe Ledley,c221f149,goal,61,a
2016-2017,a4b57066,James McArthur,cee31595,goal,76,a
2016-2017,a4b57066,Christian Benteke,ab070c55,goal,90+4,a
2016-2017,0f9dbd65,Adam Lallana,99813635,goal,17,h
2016-2017,0f9dbd65,James Milner,2f90f6b8,penalty_goal,30,h
2016-2017,0f9dbd65,Sadio Mané,c691bfe2,goal,36,h
2016-2017,0f9dbd65,Philippe Coutinho,0ef89a37,goal,52,h
2016-2017,0f9dbd65,James Milner,2f90f6b8,penalty_goal,71,h
2016-2017,0f9dbd65,Ahmed Elmohamady,615ef733,red_card,29,a
2016-2017,0f9dbd65,David Meyler,8ea6417a,goal,51,a
2016-2017,71c49db4,Fernando Llorente,82dbf623,goal,13,h
2016-2017,71c49db4,Sergio Agüero,4d034881,goal,9,a
2016-2017,71c49db4,Sergio Agüero,4d034881,penalty_goal,65,a
2016-2017,71c49db4,Raheem Sterling,b400bde0,goal,77,a
2016-2017,f3490f43,Junior Stanislas,6992791d,goal,23,h
2016-2017,61b1eca2,Alexis Sánchez,2c0f8e9e,goal,11,h
2016-2017,61b1eca2,Theo Walcott,1ecb65be,goal,14,h
2016-2017,61b1eca2,Mesut Özil,16380240,goal,40,h
2016-2017,2055592c,Charlie Austin,8d228291,goal,40,a
2016-2017,2055592c,Dušan Tadić,2475dcc6,goal,62,a
2016-2017,2055592c,James Ward-Prowse,3515d404,goal,90+2,a
2016-2017,efaafb09,Jeff Hendrick,989d5705,goal,38,h
2016-2017,efaafb09,Michael Keane,c5b7c315,goal,50,h
2016-2017,54633ab1,Romelu Lukaku,5eae500a,goal,35,h
2016-2017,54633ab1,Christian Benteke,ab070c55,goal,50,a
2016-2017,3d216fb0,Leroy Fer,3cefa66a,goal,8,h
2016-2017,3d216fb0,Roberto Firmino,4c370d81,goal,54,a
2016-2017,3d216fb0,James Milner,2f90f6b8,penalty_goal,84,a
2016-2017,11d1c872,Dimitri Payet,58ae47b2,goal,57,h
2016-2017,11d1c872,Cristhian Stuani,220c11f1,goal,51,a
2016-2017,7fd22ed1,Willian,8b9ebd03,goal,61,a
2016-2017,7fd22ed1,Diego Costa,a190d597,goal,67,a
2016-2017,43999aa3,Patrick van Aanholt,5f09991f,goal,83,h
2016-2017,43999aa3,Nacer Chadli,5b54bf3b,goal,35,a
2016-2017,abb3f25e,Troy Deeney,82e34b69,goal,50,h
2016-2017,abb3f25e,Isaac Success,f573a8bf,goal,65,h
2016-2017,abb3f25e,Callum Wilson,c596fcb0,goal,31,a
2016-2017,abb3f25e,Joshua King,43458538,goal,62,a
2016-2017,138db2f9,Anthony Martial,8b788c01,goal,69,h
2016-2017,138db2f9,Joe Allen,9feb8f24,goal,82,a
2016-2017,5ab0e5e9,Aleksandar Kolarov,eda40760,own_goal,9,h
2016-2017,5ab0e5e9,Dele Alli,cea4ee8f,goal,37,h
2016-2017,28458ed0,Laurent Koscielny,f5efb153,goal,90+3,a
2016-2017,e86f5c45,Diego Costa,a190d597,goal,7,h
2016-2017,e86f5c45,Eden Hazard,a39bb753,goal,33,h
2016-2017,e86f5c45,Victor Moses,e726e11e,goal,80,h
2016-2017,54c86a39,Nacer Chadli,5b54bf3b,goal,82,h
2016-2017,54c86a39,Dele Alli,cea4ee8f,goal,89,a
2016-2017,51439d43,Charlie Daniels,9d107085,goal,5,h
2016-2017,51439d43,Steve Cook,3e5e4e63,goal,41,h
2016-2017,51439d43,Junior Stanislas,6992791d,penalty_goal,45,h
2016-2017,51439d43,Junior Stanislas,6992791d,goal,65,h
2016-2017,51439d43,Callum Wilson,c596fcb0,goal,83,h
2016-2017,51439d43,Dan Gosling,7fec31a0,goal,88,h
2016-2017,51439d43,Ryan Mason,c8fac933,goal,34,a
2016-2017,90730896,Theo Walcott,1ecb65be,goal,26,h
2016-2017,90730896,Theo Walcott,1ecb65be,goal,33,h
2016-2017,90730896,Mesut Özil,16380240,goal,57,h
2016-2017,90730896,Granit Xhaka,e61b8aee,red_card,70,h
2016-2017,90730896,Gylfi Sigurðsson,76dd1480,goal,38,a
2016-2017,90730896,Borja Bastón,8c44e37b,goal,66,a
2016-2017,2061422d,Nolito,b2d0ec1b,goal,72,h
2016-2017,2061422d,Romelu Lukaku,5eae500a,goal,64,a
2016-2017,10597ee6,Joe Allen,9feb8f24,goal,8,h
2016-2017,10597ee6,Joe Allen,9feb8f24,goal,45+1,h
2016-2017,608d7dd6,Manuel Lanzini,26f6dca8,goal,19,a
2016-2017,608d7dd6,Aaron Cresswell,4f974391,yellow_red_card,75,a
2016-2017,09cc220e,José Holebas,12aa7661,goal,54,a
2016-2017,3dc2b96f,Charlie Austin,8d228291,goal,52,h
2016-2017,3dc2b96f,Nathan Redmond,ab651565,goal,60,h
2016-2017,3dc2b96f,Charlie Austin,8d228291,penalty_goal,66,h
2016-2017,3dc2b96f,Sam Vokes,1d6ac165,penalty_goal,72,a
2016-2017,ca096709,Winston Reid,562eed5c,goal,90+4,h
2016-2017,1242968f,Ahmed Musa,b7084daf,goal,42,h
2016-2017,1242968f,Shinji Okazaki,68796d61,goal,63,h
2016-2017,1242968f,Christian Fuchs,a67a09fb,goal,80,h
2016-2017,1242968f,Yohan Cabaye,ad7b19ef,goal,85,a
2016-2017,df2644c1,Sam Vokes,1d6ac165,goal,39,h
2016-2017,df2644c1,Scott Arfield,b1313ec4,goal,90,h
2016-2017,df2644c1,Yannick Bolasie,715fc0fe,goal,58,a
2016-2017,9e183bf4,Xherdan Shaqiri,6421ec64,goal,26,a
2016-2017,9e183bf4,Xherdan Shaqiri,6421ec64,goal,50,a
2016-2017,81fd1f87,Sadio Mané,c691bfe2,goal,20,h
2016-2017,81fd1f87,Philippe Coutinho,0ef89a37,goal,35,h
2016-2017,81fd1f87,Gareth McAuley,ac7d7378,goal,81,a
2016-2017,99cf5ad2,Kelechi Iheanacho,c92e1a31,goal,55,h
2016-2017,99cf5ad2,Nathan Redmond,ab651565,goal,27,a
2016-2017,223aa43a,Pedro,3ca7254a,goal,1,h
2016-2017,223aa43a,Gary Cahill,7914b9fe,goal,21,h
2016-2017,223aa43a,Eden Hazard,a39bb753,goal,62,h
2016-2017,223aa43a,N'Golo Kanté,b9fbae28,goal,70,h
2016-2017,ed5de6ff,Jermain Defoe,f1e8372d,penalty_goal,65,h
2016-2017,ed5de6ff,Alexis Sánchez,2c0f8e9e,goal,19,a
2016-2017,ed5de6ff,Olivier Giroud,16ceb862,goal,71,a
2016-2017,ed5de6ff,Olivier Giroud,16ceb862,goal,76,a
2016-2017,ed5de6ff,Alexis Sánchez,2c0f8e9e,goal,78,a
2016-2017,8edab051,Gastón Ramírez,2c851997,goal,39,h
2016-2017,8edab051,Stewart Downing,b13c4620,goal,56,h
2016-2017,d2cfe4bc,Vincent Janssen,31dce0c8,goal,44,h
2016-2017,d2cfe4bc,Ahmed Musa,b7084daf,goal,48,a
2016-2017,41199420,Sergio Agüero,4d034881,goal,19,a
2016-2017,41199420,Sergio Agüero,4d034881,goal,28,a
2016-2017,41199420,İlkay Gündoğan,819b3158,goal,79,a
2016-2017,41199420,İlkay Gündoğan,819b3158,goal,90,a
2016-2017,0e6bb73d,Ander Herrera,436a9dd0,yellow_red_card,68,h
2016-2017,44c02266,Michael Dawson,4771114f,own_goal,82,h
2016-2017,c1873b0b,James McArthur,cee31595,goal,18,h
2016-2017,c1873b0b,James McArthur,cee31595,goal,33,h
2016-2017,c1873b0b,Emre Can,a65ce836,goal,16,a
2016-2017,c1873b0b,Dejan Lovren,1a2935f6,goal,21,a
2016-2017,c1873b0b,Joël Matip,b217ef29,goal,44,a
2016-2017,c1873b0b,Roberto Firmino,4c370d81,goal,71,a
2016-2017,3a6f4c43,Romelu Lukaku,5eae500a,goal,50,h
2016-2017,3a6f4c43,Ross Barkley,3a24769f,goal,76,h
2016-2017,2919591b,Eden Hazard,a39bb753,goal,6,a
2016-2017,2919591b,Diego Costa,a190d597,goal,55,a
2016-2017,682055de,Wilfried Bony,61abe9b6,goal,3,h
2016-2017,682055de,Alfie Mawson,d368feb8,own_goal,55,h
2016-2017,682055de,Wilfried Bony,61abe9b6,goal,73,h
2016-2017,682055de,Wayne Routledge,1d387eee,goal,8,a
2016-2017,85c4cecf,Dan Gosling,7fec31a0,goal,11,h
2016-2017,85c4cecf,Victor Anichebe,4aed5c19,goal,33,a
2016-2017,85c4cecf,Steven Pienaar,8056f6e6,yellow_red_card,59,a
2016-2017,85c4cecf,Jermain Defoe,f1e8372d,penalty_goal,74,a
2016-2017,7042ceb9,Sergio Agüero,4d034881,goal,43,h
2016-2017,7042ceb9,Marten de Roon,2a1beb34,goal,90+1,a
2016-2017,6814bb7a,Glenn Whelan,d5bd56a5,own_goal,65,h
2016-2017,6814bb7a,Bojan Krkić,9fa0a0b8,goal,75,a
2016-2017,5ca938b4,Sam Vokes,1d6ac165,goal,2,h
2016-2017,5ca938b4,Jóhann Berg Guðmundsson,f72293fc,goal,14,h
2016-2017,5ca938b4,Ashley Barnes,2691c772,goal,90+4,h
2016-2017,5ca938b4,Connor Wickham,41cc19c2,goal,60,a
2016-2017,5ca938b4,Christian Benteke,ab070c55,penalty_goal,81,a
2016-2017,250a2859,Eden Hazard,a39bb753,goal,19,h
2016-2017,250a2859,Marcos Alonso,f4290206,goal,20,h
2016-2017,250a2859,Diego Costa,a190d597,goal,42,h
2016-2017,250a2859,Eden Hazard,a39bb753,goal,56,h
2016-2017,250a2859,Pedro,3ca7254a,goal,65,h
2016-2017,61ae4b5a,Kevin Wimmer,faf55ce4,own_goal,42,h
2016-2017,61ae4b5a,Harry Kane,21a66f6a,penalty_goal,51,a
2016-2017,88e5f133,Sadio Mané,c691bfe2,goal,27,h
2016-2017,88e5f133,Philippe Coutinho,0ef89a37,goal,30,h
2016-2017,88e5f133,Emre Can,a65ce836,goal,43,h
2016-2017,88e5f133,Roberto Firmino,4c370d81,goal,57,h
2016-2017,88e5f133,Sadio Mané,c691bfe2,goal,60,h
2016-2017,88e5f133,Georginio Wijnaldum,eb58eef0,goal,90+1,h
2016-2017,88e5f133,Daryl Janmaat,45da6694,goal,75,a
2016-2017,f1ef05e1,Robert Snodgrass,9f4647e9,goal,61,h
2016-2017,f1ef05e1,Michael Dawson,4771114f,goal,63,h
2016-2017,f1ef05e1,Charlie Austin,8d228291,penalty_goal,6,a
2016-2017,23a108bb,Mike van der Hoorn,25f50295,goal,69,h
2016-2017,23a108bb,Paul Pogba,867239d3,goal,15,a
2016-2017,23a108bb,Zlatan Ibrahimović,4cde5509,goal,21,a
2016-2017,23a108bb,Zlatan Ibrahimović,4cde5509,goal,33,a
2016-2017,a73d5c6b,Islam Slimani,ffec9769,goal,55,h
2016-2017,a73d5c6b,James Morrison,21a66e33,goal,52,a
2016-2017,a73d5c6b,Matt Phillips,7bb5f40e,goal,72,a
2016-2017,abb1ca5c,Juan Mata,29733c72,goal,68,h
2016-2017,abb1ca5c,Olivier Giroud,16ceb862,goal,89,a
2016-2017,568c83cf,Séamus Coleman,0420d84f,goal,89,h
2016-2017,568c83cf,Gylfi Sigurðsson,76dd1480,penalty_goal,41,a
2016-2017,c0b3861d,Étienne Capoue,5acc4a10,goal,1,h
2016-2017,c0b3861d,Roberto Pereyra,75f2c59f,goal,12,h
2016-2017,c0b3861d,Riyad Mahrez,892d5bb1,penalty_goal,15,a
2016-2017,a80766f6,Nathan Aké,eaeca114,goal,26,a
2016-2017,93cbea2e,Jermain Defoe,f1e8372d,goal,34,h
2016-2017,93cbea2e,Victor Anichebe,4aed5c19,goal,62,h
